,8.4,-31.1,48.9,,,183.2,13.9,,1017.1,
1937-05-16,21.1,13.3,29.2,,,,,,,
1937-05-17,21.6,14.8,27.2,,,,,,,
1937-05-18,20.9,14.4,27.9,,,,,,,
1937-05-19,21.1,15.1,26.1,,,,,,,
1937-05-20,22.6,16.1,29.3,0.4,,,,,,
1937-05-21,21.8,17.6,26.4,,,,,,,
1937-05-22,17.2,10.0,23.2,,,,,,,
1937-05-23,17.1,8.7,23.0,,,,,,,
1937-05-24,19.8,11.4,27.7,0.1,,,,,,
1937-05-25,19.1,11.0,25.4,,,,,,,
1937-05-26,17.5,10.3,25.8,,,,,,,
1937-05-27,15.7,8.4,20.7,,,,,,,
1937-05-28,19.2,10.8,26.1,,,,,,,
1937-05-29,17.8,15.4,23.3,0.3,,,,,,
1937-05-30,11.2,8.8,18.2,,,,,,,
1937-05-31,10.6,7.6,14.9,,,,,,,
1937-06-01,13.5,2.2,20.5,,,,,,,
1937-06-02,16.8,9.7,24.7,,,,,,,
1937-06-03,16.6,11.2,22.7,0.4,,,,,,
1937-06-04,13.4,7.6,18.9,,,,,,,
1937-06-05,14.5,7.7,21.3,,,,,,,
1937-06-06,10.5,9.0,14.3,11.2,,,,,,
1937-06-07,13.2,9.6,17.4,8.6,,,,,,
1937-06-08,12.9,10.8,15.3,1.1,,,,,,
1937-06-09,13.2,11.1,16.9,5.3,,,,,,
1937-06-10,14.7,10.0,20.5,,,,,,,
1937-06-11,17.6,10.7,23.3,0.8,,,,,,
1937-06-12,19.6,15.4,26.9,9.3,,,,,,
1937-06-13,20.5,14.4,27.6,0.9,,,,,,
1937-06-14,17.0,14.7,22.0,0.3,,,,,,
1937-06-15,13.2,7.2,17.8,,,,,,,
1937-06-16,15.5,7.7,21.8,,,,,,,
1937-06-17,17.2,7.5,23.8,,,,,,,
1937-06-18,19.0,9.8,25.4,,,,,,,
1937-06-19,19.8,11.2,25.7,,,,,,,
1937-06-20,19.9,10.8,26.2,,,,,,,
1937-06-21,18.0,13.7,24.5,0.5,,,,,,
1937-06-22,19.2,10.4,26.1,,,,,,,
1937-06-23,21.2,11.8,27.4,,,,,,,
1937-06-24,22.0,12.1,28.8,,,,,,,
1937-06-25,23.2,12.4,29.9,,,,,,,
1937-06-26,23.5,14.6,31.3,,,,,,,
1937-06-27,25.2,16.8,33.0,1.7,,,,,,
1937-06-28,23.3,16.3,32.1,3.3,,,,,,
1937-06-29,23.5,14.4,31.8,,,,,,,
1937-06-30,23.9,15.7,31.6,,,,,,,
1937-07-01,24.1,16.1,31.4,,,,,,,
1937-07-02,25.7,18.8,34.9,,,,,,,
1937-07-03,25.0,20.5,32.0,,,,,,,
1937-07-04,22.4,18.2,26.8,,,,,,,
1937-07-05,20.3,13.6,26.3,,,,,,,
1937-07-06,17.8,13.4,23.3,0.1,,,,,,
1937-07-07,19.0,11.2,26.4,0.1,,,,,,
1937-07-08,22.0,15.3,27.7,2.5,,,,,,
1937-07-09,20.3,15.8,26.1,5.2,,,,,,
1937-07-10,20.1,14.0,26.4,,,,,,,
1937-07-11,21.4,13.1,28.0,,,,,,,
1937-07-12,21.5,15.2,31.6,2.4,,,,,,
1937-07-13,19.3,17.4,25.9,8.9,,,,,,
1937-07-14,18.5,12.5,24.8,,,,,,,
1937-07-15,18.0,12.9,22.6,,,,,,,
1937-07-16,19.6,12.6,26.3,,,,,,,
1937-07-17,22.3,14.0,29.3,,,,,,,
1937-07-18,18.7,12.4,24.7,,,,,,,
1937-07-19,20.0,15.3,25.8,,,,,,,
1937-07-20,19.9,12.1,27.2,,,,,,,
1937-07-21,23.2,14.2,29.8,,,,,,,
1937-07-22,24.4,16.3,31.6,,,,,,,
1937-07-23,25.4,16.5,32.2,,,,,,,
1937-07-24,22.2,19.1,27.0,0.1,,,,,,
1937-07-25,20.6,12.4,27.0,,,,,,,
1937-07-26,22.9,15.9,30.9,1.3,,,,,,
1937-07-27,24.5,16.4,30.8,0.2,,,,,,
1937-07-28,21.4,19.3,27.1,0.8,,,,,,
1937-07-29,20.9,15.5,27.8,,,,,,,
1937-07-30,19.4,13.9,24.7,4.5,,,,,,
1937-07-31,20.4,12.1,27.6,,,,,,,
1937-08-01,21.9,13.8,29.5,,,,,,,
1937-08-02,24.6,14.7,32.2,,,,,,,
1937-08-03,25.1,17.2,32.4,,,,,,,
1937-08-04,19.9,17.1,27.8,12.9,,,,,,
1937-08-05,18.5,14.4,24.4,0.2,,,,,,
1937-08-06,18.9,16.7,22.8,0.8,,,,,,
1937-08-07,18.3,15.4,23.3,10.9,,,,,,
1937-08-08,19.8,16.8,24.7,23.2,,,,,,
1937-08-09,17.8,16.2,21.0,57.8,,,,,,
1937-08-10,19.9,17.6,23.5,1.6,,,,,,
1937-08-11,19.9,16.3,24.1,,,,,,,
1937-08-12,19.6,17.1,24.0,0.3,,,,,,
1937-08-13,19.8,15.8,23.5,1.4,,,,,,
1937-08-14,20.7,15.6,26.6,,,,,,,
1937-08-15,22.2,16.2,27.8,,,,,,,
1937-08-16,22.0,17.0,27.6,,,,,,,
1937-08-17,21.8,15.8,28.1,,,,,,,
1937-08-18,22.5,16.2,29.2,,,,,,,
1937-08-19,22.1,18.2,26.8,0.7,,,,,,
1937-08-20,19.6,14.5,24.0,2.8,,,,,,
1937-08-21,18.2,15.8,23.2,2.1,,,,,,
1937-08-22,18.4,14.0,24.0,,,,,,,
1937-08-23,20.6,15.8,26.2,,,,,,,
1937-08-24,20.5,15.1,27.6,,,,,,,
1937-08-25,20.9,16.3,26.3,,,,,,,
1937-08-26,17.0,13.9,21.7,,,,,,,
1937-08-27,17.0,14.6,21.4,3.5,,,,,,
1937-08-28,17.8,14.3,22.1,3.5,,,,,,
1937-08-29,17.8,12.8,24.0,,,,,,,
1937-08-30,19.2,13.0,25.9,,,,,,,
1937-08-31,20.2,16.3,23.6,3.8,,,,,,
1937-09-01,17.1,14.5,22.3,0.9,,,,,,
1937-09-02,16.4,11.2,22.6,,,,,,,
1937-09-03,17.2,11.8,23.0,,,,,,,
1937-09-04,18.2,12.4,24.9,,,,,,,
1937-09-05,17.6,11.4,24.0,,,,,,,
1937-09-06,16.4,10.3,23.9,,,,,,,
1937-09-07,15.2,9.6,21.8,,,,,,,
1937-09-08,16.2,9.2,24.1,,,,,,,
1937-09-09,18.2,12.3,26.1,,,,,,,
1937-09-10,19.0,11.3,27.1,,,,,,,
1937-09-11,21.1,15.8,27.3,,,,,,,
1937-09-12,18.4,13.4,22.8,,,,,,,
1937-09-13,20.6,14.5,29.4,,,,,,,
1937-09-14,20.2,14.3,28.9,,,,,,,
1937-09-15,15.4,10.2,22.0,,,,,,,
1937-09-16,16.1,9.5,23.8,,,,,,,
1937-09-17,17.6,14.1,22.6,1.2,,,,,,
1937-09-18,16.0,8.3,24.3,,,,,,,
1937-09-19,18.1,10.8,27.8,,,,,,,
1937-09-20,20.7,14.2,29.2,,,,,,,
1937-09-21,21.1,15.3,29.8,0.3,,,,,,
1937-09-22,20.1,13.4,28.2,,,,,,,
1937-09-23,19.0,12.0,27.4,,,,,,,
1937-09-24,18.2,10.8,27.2,,,,,,,
1937-09-25,19.2,10.8,27.9,,,,,,,
1937-09-26,21.3,14.5,30.4,,,,,,,
1937-09-27,14.8,12.8,22.7,5.6,,,,,,
1937-09-28,12.6,11.0,13.2,5.8,,,,,,
1937-09-29,10.8,8.8,12.6,,,,,,,
1937-09-30,10.8,6.8,16.6,,,,,,,
1937-10-01,9.4,7.3,13.6,0.4,,,,,,
1937-10-02,8.4,1.8,14.9,,,,,,,
1937-10-03,12.3,10.0,16.4,,,,,,,
1937-10-04,7.8,3.2,12.1,,,,,,,
1937-10-05,7.4,0.2,14.9,,,,,,,
1937-10-06,9.2,6.6,11.9,4.9,,,,,,
1937-10-07,9.8,7.6,13.8,1.0,,,,,,
1937-10-08,9.5,4.3,14.9,0.3,,,,,,
1937-10-09,11.0,9.6,14.6,9.7,,,,,,
1937-10-10,9.8,8.1,12.3,,,,,,,
1937-10-11,13.7,9.5,19.4,,,,,,,
1937-10-12,8.7,6.0,15.4,1.6,,,,,,
1937-10-13,5.6,3.5,9.4,1.7,,,,,,
1937-10-14,2.4,-0.4,7.1,,,,,,,
1937-10-15,1.6,-1.7,6.7,,,,,,,
1937-10-16,0.2,-3.2,5.3,,,,,,,
1937-10-17,,-5.4,7.6,,,,,,,
1937-10-18,2.6,-3.6,8.9,,,,,,,
1937-10-19,7.0,5.1,8.6,,,,,,,
1937-10-20,6.4,3.1,11.1,,,,,,,
1937-10-21,3.8,-2.4,12.0,,,,,,,
1937-10-22,5.2,-0.1,13.1,,,,,,,
1937-10-23,4.2,-2.6,11.6,,,,,,,
1937-10-24,7.0,1.5,11.6,,,,,,,
1937-10-25,9.9,7.0,13.0,,,,,,,
1937-10-26,10.2,8.4,11.9,,,,,,,
1937-10-27,10.0,7.5,13.0,,,,,,,
1937-10-28,9.1,8.1,10.9,2.6,,,,,,
1937-10-29,6.7,5.0,9.2,,,,,,,
1937-10-30,7.3,5.3,10.5,,,,,,,
1937-10-31,5.8,3.4,8.6,1.9,,,,,,
1937-11-01,7.0,5.3,10.3,2.3,,,,,,
1937-11-02,5.8,2.5,8.1,,,,,,,
1937-11-03,6.4,5.5,7.6,0.1,,,,,,
1937-11-04,7.1,4.5,9.8,,,,,,,
1937-11-05,7.6,5.5,10.6,,,,,,,
1937-11-06,1.9,-1.4,7.4,,,,,,,
1937-11-07,1.5,-3.9,8.9,,,,,,,
1937-11-08,-0.7,-4.1,5.6,,,,,,,
1937-11-09,-0.3,-2.6,1.6,1.3,,,,,,
1937-11-10,3.4,0.5,6.5,0.4,,,,,,
1937-11-11,6.9,5.0,8.6,,,,,,,
1937-11-12,6.2,5.2,8.5,,,,,,,
1937-11-13,5.0,3.3,7.7,0.1,,,,,,
1937-11-14,4.4,1.2,7.5,12.2,,,,,,
1937-11-15,,-3.1,2.7,,,,,,,
1937-11-16,1.6,-1.2,5.5,2.8,,,,,,
1937-11-17,0.2,-1.3,5.5,15.3,,,,,,
1937-11-18,-0.5,-2.4,1.3,,,,,,,
1937-11-19,3.4,1.2,5.3,0.5,,,,,,
1937-11-20,-0.3,-1.5,2.6,,,,,,,
1937-11-21,-0.6,-2.7,1.0,0.1,,,,,,
1937-11-22,0.2,-0.6,1.2,7.0,,,,,,
1937-11-23,0.6,0.4,1.4,1.7,,,,,,
1937-11-24,0.1,-0.1,3.8,7.5,,,,,,
1937-11-25,-1.6,-2.1,,,,,,,,
1937-11-26,-0.1,-1.8,0.7,9.8,,,,,,
1937-11-27,-2.9,-4.8,0.6,1.1,,,,,,
1937-11-28,-1.5,-4.1,0.8,,,,,,,
1937-11-29,-3.4,-7.0,-0.4,,,,,,,
1937-11-30,-3.7,-4.5,-2.2,0.2,,,,,,
1937-12-01,-4.5,-7.3,-3.2,,,,,,,
1937-12-02,-2.2,-4.6,,1.5,,,,,,
1937-12-03,1.6,-0.4,2.8,2.6,,,,,,
1937-12-04,5.6,2.5,9.6,1.2,,,,,,
1937-12-05,8.1,5.8,10.3,9.9,,,,,,
1937-12-06,6.3,4.2,10.4,14.4,,,,,,
1937-12-07,5.6,3.0,8.3,2.4,,,,,,
1937-12-08,-1.6,-5.1,3.3,0.3,,,,,,
1937-12-09,-2.8,-4.6,-1.6,0.1,,,,,,
1937-12-10,-3.2,-5.6,-0.5,,,,,,,
1937-12-11,3.3,-0.7,5.5,0.2,,,,,,
1937-12-12,-0.4,-1.4,4.3,,,,,,,
1937-12-13,-1.0,-1.7,-0.2,,,,,,,
1937-12-14,-0.9,-2.1,0.4,0.5,,,,,,
1937-12-15,2.6,0.2,6.3,13.8,,,,,,
1937-12-16,4.5,2.6,6.4,,,,,,,
1937-12-17,5.6,3.0,6.6,0.1,,,,,,
1937-12-18,5.1,2.4,8.6,1.8,,,,,,
1937-12-19,3.6,2.7,6.7,0.7,,,,,,
1937-12-20,5.3,2.8,8.7,,,,,,,
1937-12-21,0.8,0.3,8.6,,,,,,,
1937-12-22,-1.3,-2.6,0.4,5.6,,,,,,
1937-12-23,-1.7,-3.2,-0.4,4.0,,,,,,
1937-12-24,0.2,-2.2,1.4,3.2,,,,,,
1937-12-25,-3.2,-5.5,-0.1,,,,,,,
1937-12-26,-6.4,-7.1,-5.0,,,,,,,
1937-12-27,-9.0,-10.6,-6.3,1.1,,,,,,
1937-12-28,-7.4,-9.1,-6.6,,,,,,,
1937-12-29,-7.5,-8.1,-6.8,0.6,,,,,,
1937-12-30,-9.9,-12.8,-7.1,1.6,,,,,,
1937-12-31,-7.5,-10.6,-5.2,0.6,,,,,,
1938-01-01,-6.7,-8.8,-4.8,1.9,,,,,,
1938-01-02,-11.8,-17.4,-8.3,0.1,,,,,,
1938-01-03,-11.0,-17.1,-1.1,1.3,,,,,,
1938-01-04,-15.0,-19.1,-11.3,0.2,,,,,,
1938-01-05,-15.4,-21.1,-9.5,,,,,,,
1938-01-06,-8.6,-9.8,-7.5,1.5,,,,,,
1938-01-07,-12.0,-13.6,-8.8,1.1,,,,,,
1938-01-08,-13.0,-16.4,-10.5,,,,,,,
1938-01-09,-13.9,-19.2,-10.2,,,,,,,
1938-01-10,-12.2,-14.3,-9.2,,,,,,,
1938-01-11,-9.3,-15.4,-2.0,0.6,,,,,,
1938-01-12,1.2,-2.1,1.9,9.9,,,,,,
1938-01-13,-0.3,-1.6,1.0,5.1,,,,,,
1938-01-14,-1.7,-2.1,-1.1,,,,,,,
1938-01-15,-1.7,-3.8,0.3,0.5,,,,,,
1938-01-16,-1.4,-3.8,0.4,0.4,,,,,,
1938-01-17,-3.5,-4.4,-2.6,0.3,,,,,,
1938-01-18,-3.5,-4.6,-2.3,,,,,,,
1938-01-19,-2.1,-5.1,0.7,0.5,,,,,,
1938-01-20,-0.6,-2.0,0.5,,,,,,,
1938-01-21,-2.6,-6.6,-0.9,0.1,,,,,,
1938-01-22,-8.8,-11.6,-2.2,,,,,,,
1938-01-23,-9.1,-14.1,-6.7,0.4,,,,,,
1938-01-24,-6.7,-9.1,-4.4,2.4,,,,,,
1938-01-25,-2.0,-5.0,0.4,1.7,,,,,,
1938-01-26,-4.2,-4.1,0.6,,,,,,,
1938-01-27,,-3.6,1.5,0.9,,,,,,
1938-01-28,-2.0,-5.6,1.5,,,,,,,
1938-01-29,0.5,-0.7,2.7,1.4,,,,,,
1938-01-30,2.1,-0.5,4.4,1.2,,,,,,
1938-01-31,,-2.2,2.7,,,,,,,
1938-02-01,-1.0,-2.8,0.7,,,,,,,
1938-02-02,-2.1,-2.9,-0.6,4.3,,,,,,
1938-02-03,-1.1,-3.1,0.4,0.1,,,,,,
1938-02-04,-0.1,-0.6,0.9,,,,,,,
1938-02-05,-0.5,-2.2,1.5,0.5,,,,,,
1938-02-06,-1.2,-7.3,1.3,0.5,,,,,,
1938-02-07,1.2,0.5,2.7,,,,,,,
1938-02-08,-2.3,-4.6,1.1,0.1,,,,,,
1938-02-09,-5.5,-7.6,-1.0,,,,,,,
1938-02-10,-7.8,-9.2,-5.3,,,,,,,
1938-02-11,-8.7,-12.3,-5.3,,,,,,,
1938-02-12,-1.3,-7.6,2.0,1.6,,,,,,
1938-02-13,-0.1,-1.3,0.8,4.2,,,,,,
1938-02-14,0.3,-0.6,1.4,0.1,,,,,,
1938-02-15,-3.0,-8.6,0.7,3.9,,,,,,
1938-02-16,-9.9,-15.1,-4.8,,,,,,,
1938-02-17,-4.4,-7.6,-2.0,,,,,,,
1938-02-18,-4.6,-7.5,-2.2,1.0,,,,,,
1938-02-19,-10.5,-16.3,-0.7,0.4,,,,,,
1938-02-20,-13.5,-19.6,-6.7,0.3,,,,,,
1938-02-21,-7.0,-9.3,-4.0,,,,,,,
1938-02-22,-7.8,-12.4,-3.2,,,,,,,
1938-02-23,-6.2,-11.1,-2.9,0.8,,,,,,
1938-02-24,-13.1,-17.6,-9.6,,,,,,,
1938-02-25,-15.4,-21.9,-9.3,,,,,,,
1938-02-26,-12.3,-20.4,-3.1,,,,,,,
1938-02-27,-4.4,-8.8,-1.9,,,,,,,
1938-02-28,-2.5,-4.9,0.6,,,,,,,
1938-03-01,-4.2,-5.5,-2.1,,,,,,,
1938-03-02,-4.8,-6.1,-3.6,,,,,,,
1938-03-03,-3.3,-5.8,-0.6,0.2,,,,,,
1938-03-04,-0.2,-1.9,1.7,,,,,,,
1938-03-05,0.5,-1.5,1.8,0.3,,,,,,
1938-03-06,1.6,0.4,2.8,,,,,,,
1938-03-07,0.7,-1.8,2.7,,,,,,,
1938-03-08,-1.8,-3.3,-0.3,,,,,,,
1938-03-09,-1.7,-4.2,0.5,0.5,,,,,,
1938-03-10,0.8,-0.8,2.2,1.1,,,,,,
1938-03-11,0.7,0.1,2.2,4.0,,,,,,
1938-03-12,-4.0,-6.6,0.1,,,,,,,
1938-03-13,-5.7,-8.8,-3.4,,,,,,,
1938-03-14,-3.6,-6.8,,,,,,,,
1938-03-15,-0.5,-6.1,3.0,0.1,,,,,,
1938-03-16,1.6,-0.1,4.1,,,,,,,
1938-03-17,5.4,2.1,9.4,0.5,,,,,,
1938-03-18,0.5,-3.5,7.6,1.4,,,,,,
1938-03-19,-1.8,-4.6,1.3,0.7,,,,,,
1938-03-20,5.3,1.2,10.3,1.2,,,,,,
1938-03-21,5.9,4.3,9.0,,,,,,,
1938-03-22,4.4,0.6,11.6,0.4,,,,,,
1938-03-23,5.8,3.4,11.2,,,,,,,
1938-03-24,2.2,-0.6,6.5,,,,,,,
1938-03-25,3.0,-1.7,8.9,,,,,,,
1938-03-26,5.4,-0.8,12.4,,,,,,,
1938-03-27,4.7,1.3,10.3,,,,,,,
1938-03-28,3.5,1.6,7.6,5.6,,,,,,
1938-03-29,0.7,-0.3,2.0,4.6,,,,,,
1938-03-30,-0.8,-2.1,0.8,1.4,,,,,,
1938-03-31,-0.4,-3.4,1.6,1.0,,,,,,
1938-04-01,1.2,-1.6,4.1,1.8,,,,,,
1938-04-02,0.6,-1.8,2.7,,,,,,,
1938-04-03,2.4,-1.9,7.1,1.9,,,,,,
1938-04-04,8.0,4.7,13.4,0.1,,,,,,
1938-04-05,1.8,-0.1,7.1,0.1,,,,,,
1938-04-06,2.9,-2.2,7.5,,,,,,,
1938-04-07,6.5,0.9,11.6,,,,,,,
1938-04-08,6.1,5.0,9.5,2.0,,,,,,
1938-04-09,5.6,2.5,10.0,2.3,,,,,,
1938-04-10,3.8,2.9,9.3,3.5,,,,,,
1938-04-11,0.9,-2.6,3.1,5.8,,,,,,
1938-04-12,-0.5,-3.1,2.3,1.6,,,,,,
1938-04-13,0.3,-4.6,4.5,,,,,,,
1938-04-14,2.9,0.5,5.3,2.4,,,,,,
1938-04-15,5.9,2.7,10.6,,,,,,,
1938-04-16,8.1,4.7,12.1,,,,,,,
1938-04-17,7.5,1.0,12.9,,,,,,,
1938-04-18,7.2,5.0,12.5,,,,,,,
1938-04-19,10.3,2.3,17.7,,,,,,,
1938-04-20,13.3,6.1,20.3,,,,,,,
1938-04-21,13.6,6.2,20.6,,,,,,,
1938-04-22,14.1,11.1,19.3,0.6,,,,,,
1938-04-23,11.3,9.7,14.1,20.0,,,,,,
1938-04-24,8.9,7.1,12.1,1.2,,,,,,
1938-04-25,10.7,6.5,15.3,4.8,,,,,,
1938-04-26,10.2,5.5,15.3,2.3,,,,,,
1938-04-27,7.6,6.6,10.3,22.3,,,,,,
1938-04-28,8.2,6.4,10.6,0.8,,,,,,
1938-04-29,6.8,5.5,8.7,0.2,,,,,,
1938-04-30,11.6,4.0,19.6,,,,,,,
1938-05-01,13.9,7.1,20.2,,,,,,,
1938-05-02,15.2,8.2,21.7,,,,,,,
1938-05-03,16.8,9.6,23.6,,,,,,,
1938-05-04,16.5,10.6,23.0,1.4,,,,,,
1938-05-05,9.8,6.9,16.2,0.6,,,,,,
1938-05-06,5.5,3.9,9.2,1.0,,,,,,
1938-05-07,8.5,3.5,13.9,2.0,,,,,,
1938-05-08,11.7,6.9,17.3,0.3,,,,,,
1938-05-09,11.3,9.4,15.6,1.8,,,,,,
1938-05-10,9.4,2.6,14.8,,,,,,,
1938-05-11,12.7,4.0,19.3,,,,,,,
1938-05-12,14.7,11.9,20.1,,,,,,,
1938-05-13,11.1,4.7,19.2,,,,,,,
1938-05-14,14.7,8.6,19.6,,,,,,,
1938-05-15,17.2,8.4,23.8,,,,,,,
1938-05-16,17.4,10.6,23.2,,,,,,,
1938-05-17,18.9,11.7,25.4,,,,,,,
1938-05-18,21.2,15.2,29.3,,,,,,,
1938-05-19,21.2,13.5,27.6,,,,,,,
1938-05-20,19.8,13.4,26.6,,,,,,,
1938-05-21,19.3,13.5,25.4,2.0,,,,,,
1938-05-22,22.6,16.4,28.7,,,,,,,
1938-05-23,11.6,9.4,26.6,,,,,,,
1938-05-24,12.5,5.9,18.4,,,,,,,
1938-05-25,14.8,7.4,21.3,,,,,,,
1938-05-26,13.2,9.2,19.6,4.1,,,,,,
1938-05-27,15.2,10.3,21.3,,,,,,,
1938-05-28,13.2,10.9,18.9,0.7,,,,,,
1938-05-29,15.0,12.7,19.2,7.8,,,,,,
1938-05-30,17.3,12.3,23.3,,,,,,,
1938-05-31,19.6,13.1,25.7,,,,,,,
1938-06-01,17.5,14.4,23.6,,,,,,,
1938-06-02,19.4,12.8,26.6,,,,,,,
1938-06-03,22.4,17.0,27.8,,,,,,,
1938-06-04,19.6,12.4,24.7,,,,,,,
1938-06-05,20.6,12.9,25.8,,,,,,,
1938-06-06,21.0,13.7,28.1,,,,,,,
1938-06-07,20.8,12.8,26.8,,,,,,,
1938-06-08,18.6,16.9,24.2,2.2,,,,,,
1938-06-09,17.8,11.4,23.3,,,,,,,
1938-06-10,18.6,9.9,24.7,,,,,,,
1938-06-11,21.2,12.6,28.4,,,,,,,
1938-06-12,22.7,13.9,29.7,,,,,,,
1938-06-13,24.3,14.9,31.4,,,,,,,
1938-06-14,20.4,17.7,28.1,0.2,,,,,,
1938-06-15,18.1,10.2,23.5,,,,,,,
1938-06-16,23.6,15.7,31.5,,,,,,,
1938-06-17,16.9,14.0,27.6,7.5,,,,,,
1938-06-18,14.6,10.6,18.9,2.6,,,,,,
1938-06-19,13.2,8.9,18.4,2.1,,,,,,
1938-06-20,17.9,10.9,24.3,,,,,,,
1938-06-21,20.8,14.2,26.9,,,,,,,
1938-06-22,16.9,12.1,21.2,,,,,,,
1938-06-23,18.0,10.2,24.1,,,,,,,
1938-06-24,17.0,14.9,22.4,15.4,,,,,,
1938-06-25,15.9,10.0,20.3,,,,,,,
1938-06-26,20.2,15.2,25.6,0.2,,,,,,
1938-06-27,22.6,18.2,28.1,1.6,,,,,,
1938-06-28,21.2,14.4,26.4,,,,,,,
1938-06-29,23.5,15.3,30.2,,,,,,,
1938-06-30,27.6,21.3,33.8,,,,,,,
1938-07-01,28.1,21.0,32.9,,,,,,,
1938-07-02,27.4,19.6,33.9,,,,,,,
1938-07-03,27.2,19.9,34.6,,,,,,,
1938-07-04,29.2,22.4,36.5,,,,,,,
1938-07-05,29.4,22.7,36.8,,,,,,,
1938-07-06,31.2,22.9,36.9,,,,,,,
1938-07-07,24.2,20.9,33.7,14.2,,,,,,
1938-07-08,23.3,20.6,27.5,1.7,,,,,,
1938-07-09,26.2,18.9,32.7,,,,,,,
1938-07-10,24.6,20.4,30.0,,,,,,,
1938-07-11,25.8,17.5,33.0,,,,,,,
1938-07-12,27.2,21.2,35.0,,,,,,,
1938-07-13,23.8,20.3,30.8,,,,,,,
1938-07-14,24.8,19.2,30.2,,,,,,,
1938-07-15,24.7,13.5,31.8,,,,,,,
1938-07-16,24.7,15.0,32.5,,,,,,,
1938-07-17,26.0,18.5,31.9,0.5,,,,,,
1938-07-18,25.7,17.0,31.9,1.5,,,,,,
1938-07-19,24.0,18.0,30.9,,,,,,,
1938-07-20,23.6,15.9,32.1,7.1,,,,,,
1938-07-21,22.6,17.7,30.1,31.8,,,,,,
1938-07-22,22.6,16.4,28.6,,,,,,,
1938-07-23,24.0,14.0,32.2,,,,,,,
1938-07-24,24.3,20.2,31.7,1.7,,,,,,
1938-07-25,21.9,17.4,27.6,,,,,,,
1938-07-26,23.4,16.9,32.2,0.7,,,,,,
1938-07-27,23.1,17.9,31.7,5.9,,,,,,
1938-07-28,25.0,19.9,31.9,,,,,,,
1938-07-29,25.5,15.9,32.7,,,,,,,
1938-07-30,26.0,16.9,35.0,,,,,,,
1938-07-31,27.1,18.4,36.2,,,,,,,
1938-08-01,27.5,19.3,35.2,,,,,,,
1938-08-02,26.2,18.8,33.9,,,,,,,
1938-08-03,24.4,20.3,31.6,3.4,,,,,,
1938-08-04,23.0,16.8,30.2,0.1,,,,,,
1938-08-05,21.8,16.6,27.9,,,,,,,
1938-08-06,19.7,12.5,25.6,,,,,,,
1938-08-07,19.7,9.8,26.7,,,,,,,
1938-08-08,20.5,12.3,27.9,,,,,,,
1938-08-09,21.8,12.6,30.3,,,,,,,
1938-08-10,24.6,16.3,31.6,,,,,,,
1938-08-11,22.9,15.8,31.4,3.0,,,,,,
1938-08-12,22.6,18.5,28.7,,,,,,,
1938-08-13,23.8,17.6,30.6,,,,,,,
1938-08-14,23.2,15.9,31.3,,,,,,,
1938-08-15,20.6,18.8,30.0,4.6,,,,,,
1938-08-16,20.5,16.3,26.7,2.0,,,,,,
1938-08-17,21.6,14.8,29.5,,,,,,,
1938-08-18,21.9,17.1,29.7,,,,,,,
1938-08-19,20.1,16.8,24.7,,,,,,,
1938-08-20,18.6,11.4,25.8,,,,,,,
1938-08-21,21.2,12.5,28.9,,,,,,,
1938-08-22,22.8,14.9,31.6,,,,,,,
1938-08-23,26.1,17.8,34.5,,,,,,,
1938-08-24,27.6,20.2,34.4,,,,,,,
1938-08-25,28.2,21.3,35.0,,,,,,,
1938-08-26,26.4,20.4,34.0,,,,,,,
1938-08-27,26.9,19.3,35.4,,,,,,,
1938-08-28,26.2,15.9,35.3,,,,,,,
1938-08-29,26.7,19.3,34.5,,,,,,,
1938-08-30,25.4,19.1,34.1,,,,,,,
1938-08-31,26.1,20.2,32.5,,,,,,,
1938-09-01,22.6,16.5,29.6,,,,,,,
1938-09-02,21.6,14.6,29.4,,,,,,,
1938-09-03,21.6,15.6,29.4,,,,,,,
1938-09-04,23.3,17.3,30.2,,,,,,,
1938-09-05,22.6,16.7,31.0,1.0,,,,,,
1938-09-06,24.2,19.3,31.6,,,,,,,
1938-09-07,25.5,20.6,31.4,,,,,,,
1938-09-08,22.6,18.3,29.7,,,,,,,
1938-09-09,17.9,14.7,22.8,5.6,,,,,,
1938-09-10,15.2,10.2,21.1,,,,,,,
1938-09-11,17.9,10.6,26.5,,,,,,,
1938-09-12,19.0,12.6,26.5,,,,,,,
1938-09-13,16.6,14.9,21.2,16.6,,,,,,
1938-09-14,15.7,11.0,21.3,,,,,,,
1938-09-15,17.3,11.0,24.9,,,,,,,
1938-09-16,20.5,15.7,26.2,0.3,,,,,,
1938-09-17,13.4,11.4,19.7,1.5,,,,,,
1938-09-18,8.1,6.4,12.5,,,,,,,
1938-09-19,10.8,6.9,14.6,0.8,,,,,,
1938-09-20,14.7,12.4,18.0,,,,,,,
1938-09-21,17.4,11.2,26.1,,,,,,,
1938-09-22,16.8,12.9,21.5,,,,,,,
1938-09-23,13.6,8.4,20.1,,,,,,,
1938-09-24,15.2,7.2,22.5,,,,,,,
1938-09-25,13.2,7.9,18.9,,,,,,,
1938-09-26,9.2,4.9,14.6,,,,,,,
1938-09-27,7.6,0.9,15.5,,,,,,,
1938-09-28,9.5,1.2,18.2,,,,,,,
1938-09-29,12.0,5.6,19.6,,,,,,,
1938-09-30,12.4,7.2,19.3,,,,,,,
1938-10-01,9.8,2.1,17.4,,,,,,,
