,8.4,-31.1,48.9,,,183.2,13.9,,1017.1,
1956-04-08,1.6,0.3,5.0,17.9,,,,,,
1956-04-09,0.2,-0.6,1.7,5.7,,,,,,
1956-04-10,0.3,-1.6,2.4,,,,,,,
1956-04-11,0.8,-0.4,2.4,0.7,,,,,,
1956-04-12,3.6,0.1,8.4,1.7,,,,,,
1956-04-13,5.3,1.9,10.0,,,,,,,
1956-04-14,5.1,2.4,7.8,,,,,,,
1956-04-15,11.2,4.9,18.0,0.2,,,,,,
1956-04-16,12.1,5.7,15.6,,,,,,,
1956-04-17,15.9,7.3,22.7,,,,,,,
1956-04-18,16.3,9.4,23.3,,,,,,,
1956-04-19,15.6,10.9,21.9,,,,,,,
1956-04-20,15.8,9.2,23.0,,,,,,,
1956-04-21,13.0,6.5,19.0,0.5,,,,,,
1956-04-22,6.9,2.4,11.4,0.7,,,,,,
1956-04-23,6.6,4.0,9.9,1.9,,,,,,
1956-04-24,5.6,0.6,11.0,,,,,,,
1956-04-25,7.4,3.3,12.9,,,,,,,
1956-04-26,5.4,-0.7,9.9,,,,,,,
1956-04-27,6.9,-0.6,12.3,,,,,,,
1956-04-28,8.3,0.2,14.8,,,,,,,
1956-04-29,11.3,3.2,18.1,,,,,,,
1956-04-30,13.4,3.9,19.0,,,,,,,
1956-05-01,15.1,7.8,21.8,,,,,,,
1956-05-02,13.7,6.6,19.7,,,,,,,
1956-05-03,13.3,9.9,18.1,,,,,,,
1956-05-04,13.4,7.3,19.8,,,,,,,
1956-05-05,14.0,4.8,20.8,,,,,,,
1956-05-06,13.8,9.7,19.2,,,,,,,
1956-05-07,10.2,7.3,14.6,1.1,,,,,,
1956-05-08,10.6,7.4,17.6,5.8,,,,,,
1956-05-09,8.4,5.9,12.4,2.8,,,,,,
1956-05-10,10.5,7.3,15.4,0.2,,,,,,
1956-05-11,13.4,8.1,17.9,,,,,,,
1956-05-12,13.1,10.7,16.0,,,,,,,
1956-05-13,12.9,9.4,19.8,4.5,,,,,,
1956-05-14,13.2,8.6,17.8,2.5,,,,,,
1956-05-15,14.3,8.6,20.8,,,,,,,
1956-05-16,15.9,7.2,22.5,,,,,,,
1956-05-17,15.6,10.7,22.7,4.2,,,,,,
1956-05-18,16.1,8.8,22.4,,,,,,,
1956-05-19,17.7,10.3,23.7,,,,,,,
1956-05-20,17.7,12.9,24.7,0.2,,,,,,
1956-05-21,16.6,13.3,23.4,2.2,,,,,,
1956-05-22,11.8,7.1,17.6,3.6,,,,,,
1956-05-23,12.1,6.7,18.4,,,,,,,
1956-05-24,13.0,6.2,19.0,,,,,,,
1956-05-25,14.5,9.3,19.2,,,,,,,
1956-05-26,15.1,6.6,20.8,,,,,,,
1956-05-27,16.8,8.0,24.3,,,,,,,
1956-05-28,14.0,9.8,22.1,4.7,,,,,,
1956-05-29,10.2,7.1,14.4,5.3,,,,,,
1956-05-30,12.9,7.6,18.3,,,,,,,
1956-05-31,12.9,7.3,17.5,,,,,,,
1956-06-01,17.1,11.1,22.5,0.3,,,,,,
1956-06-02,19.2,10.5,25.5,,,,,,,
1956-06-03,20.4,11.3,26.8,,,,,,,
1956-06-04,22.1,12.9,28.7,,,,,,,
1956-06-05,23.6,12.2,29.9,,,,,,,
1956-06-06,24.5,14.7,32.1,,,,,,,
1956-06-07,25.0,17.5,31.9,,,,,,,
1956-06-08,22.9,16.2,31.6,3.5,,,,,,
1956-06-09,24.8,16.5,31.9,,,,,,,
1956-06-10,22.8,18.4,29.3,1.4,,,,,,
1956-06-11,22.7,16.8,30.6,6.0,,,,,,
1956-06-12,22.5,15.3,27.8,,,,,,,
1956-06-13,21.2,14.3,26.9,,,,,,,
1956-06-14,22.9,12.6,29.6,,,,,,,
1956-06-15,25.5,16.2,31.9,,,,,,,
1956-06-16,24.6,16.7,30.2,,,,,,,
1956-06-17,26.2,16.9,32.8,,,,,,,
1956-06-18,25.4,17.8,33.4,,,,,,,
1956-06-19,25.4,16.7,32.0,,,,,,,
1956-06-20,26.0,16.1,32.8,,,,,,,
1956-06-21,26.6,18.3,32.6,,,,,,,
1956-06-22,22.4,18.0,29.3,14.3,,,,,,
1956-06-23,20.0,16.6,27.7,9.5,,,,,,
1956-06-24,19.4,14.7,24.0,,,,,,,
1956-06-25,20.7,16.0,25.7,,,,,,,
1956-06-26,18.2,17.2,24.1,8.7,,,,,,
1956-06-27,17.1,15.0,19.4,4.4,,,,,,
1956-06-28,16.4,13.6,20.8,0.9,,,,,,
1956-06-29,15.8,12.3,19.4,3.9,,,,,,
1956-06-30,17.4,11.0,23.9,0.3,,,,,,
1956-07-01,14.9,12.6,21.2,1.1,,,,,,
1956-07-02,16.2,8.5,22.2,,,,,,,
1956-07-03,19.1,10.8,25.4,,,,,,,
1956-07-04,19.8,13.6,24.5,,,,,,,
1956-07-05,21.2,13.0,27.2,,,,,,,
1956-07-06,22.0,15.1,27.7,,,,,,,
1956-07-07,18.5,14.8,27.9,9.4,,,,,,
1956-07-08,14.6,12.8,19.3,,,,,,,
1956-07-09,14.4,12.0,17.9,17.9,,,,,,
1956-07-10,17.0,12.6,21.6,,,,,,,
1956-07-11,15.4,12.5,21.1,5.0,,,,,,
1956-07-12,15.4,11.1,20.9,0.4,,,,,,
1956-07-13,18.4,12.6,23.9,,,,,,,
1956-07-14,19.8,12.6,25.6,,,,,,,
1956-07-15,21.5,13.9,29.2,,,,,,,
1956-07-16,20.3,15.3,25.5,50.3,,,,,,
1956-07-17,16.9,14.1,20.0,10.2,,,,,,
1956-07-18,16.7,14.6,20.3,2.5,,,,,,
1956-07-19,16.6,12.9,20.7,,,,,,,
1956-07-20,15.6,10.7,22.9,,,,,,,
1956-07-21,15.4,13.7,17.7,5.8,,,,,,
1956-07-22,17.4,10.4,23.3,0.1,,,,,,
1956-07-23,18.4,12.7,24.9,0.6,,,,,,
1956-07-24,16.1,13.3,21.9,0.7,,,,,,
1956-07-25,16.0,10.8,20.6,0.8,,,,,,
1956-07-26,15.7,10.1,20.8,6.0,,,,,,
1956-07-27,15.5,10.6,22.5,3.7,,,,,,
1956-07-28,18.9,13.7,24.2,1.6,,,,,,
1956-07-29,21.1,14.4,27.4,,,,,,,
1956-07-30,23.1,17.0,30.1,,,,,,,
1956-07-31,25.6,18.7,32.1,,,,,,,
1956-08-01,22.6,17.2,28.3,,,,,,,
1956-08-02,20.6,14.6,26.1,,,,,,,
1956-08-03,19.8,17.1,23.5,4.9,,,,,,
1956-08-04,21.0,14.6,27.9,6.1,,,,,,
1956-08-05,18.3,13.5,23.3,,,,,,,
1956-08-06,19.7,13.1,26.9,,,,,,,
1956-08-07,22.0,15.2,29.2,,,,,,,
1956-08-08,21.5,14.1,30.7,0.4,,,,,,
1956-08-09,15.0,12.0,20.2,1.0,,,,,,
1956-08-10,13.0,11.1,18.2,2.8,,,,,,
1956-08-11,13.2,7.6,19.8,,,,,,,
1956-08-12,14.6,7.3,21.4,,,,,,,
1956-08-13,17.5,13.3,23.4,15.6,,,,,,
1956-08-14,14.6,13.1,18.7,29.3,,,,,,
1956-08-15,15.4,8.8,21.7,,,,,,,
1956-08-16,17.3,14.5,23.3,4.2,,,,,,
1956-08-17,15.8,11.2,21.6,6.8,,,,,,
1956-08-18,18.7,14.7,24.5,2.0,,,,,,
1956-08-19,19.4,16.2,24.5,0.3,,,,,,
1956-08-20,19.8,16.7,24.7,,,,,,,
1956-08-21,19.0,14.1,23.6,,,,,,,
1956-08-22,20.3,13.7,28.3,,,,,,,
1956-08-23,17.0,14.0,23.1,10.3,,,,,,
1956-08-24,19.6,12.5,28.4,,,,,,,
1956-08-25,21.1,18.0,27.3,5.2,,,,,,
1956-08-26,18.0,10.6,25.2,,,,,,,
1956-08-27,21.6,16.6,28.7,,,,,,,
1956-08-28,24.0,16.8,31.5,,,,,,,
1956-08-29,24.7,18.6,31.9,,,,,,,
1956-08-30,25.1,16.8,33.8,,,,,,,
1956-08-31,26.2,19.6,34.2,,,,,,,
1956-09-01,17.4,14.2,27.4,,,,,,,
1956-09-02,14.8,8.3,20.5,,,,,,,
1956-09-03,13.8,6.9,21.0,,,,,,,
1956-09-04,15.8,7.0,23.7,,,,,,,
1956-09-05,19.4,13.1,27.0,,,,,,,
1956-09-06,15.8,14.0,20.7,3.2,,,,,,
1956-09-07,11.8,8.1,17.0,,,,,,,
1956-09-08,12.6,6.9,18.1,,,,,,,
1956-09-09,11.7,10.5,15.0,7.7,,,,,,
1956-09-10,12.4,10.6,15.0,2.6,,,,,,
1956-09-11,9.9,9.0,13.8,0.6,,,,,,
1956-09-12,9.1,5.7,11.7,,,,,,,
1956-09-13,10.4,7.2,13.4,,,,,,,
1956-09-14,9.2,7.5,14.0,10.2,,,,,,
1956-09-15,10.2,7.3,12.7,0.1,,,,,,
1956-09-16,9.0,5.6,13.0,0.5,,,,,,
1956-09-17,9.2,4.8,13.6,0.1,,,,,,
1956-09-18,7.8,4.4,13.5,,,,,,,
1956-09-19,6.7,1.2,13.4,,,,,,,
1956-09-20,8.7,3.9,14.6,,,,,,,
1956-09-21,10.0,7.8,13.4,,,,,,,
1956-09-22,11.7,7.6,17.5,,,,,,,
1956-09-23,6.8,1.5,12.6,,,,,,,
1956-09-24,3.7,-0.6,7.7,,,,,,,
1956-09-25,5.5,1.2,11.7,,,,,,,
1956-09-26,10.4,5.0,17.3,,,,,,,
1956-09-27,11.6,4.7,20.6,,,,,,,
1956-09-28,12.3,6.8,18.2,,,,,,,
1956-09-29,13.1,6.6,20.8,,,,,,,
1956-09-30,15.3,11.2,21.6,0.2,,,,,,
1956-10-01,12.8,6.7,19.0,,,,,,,
1956-10-02,12.7,5.4,21.6,,,,,,,
1956-10-03,15.8,11.1,23.2,,,,,,,
1956-10-04,14.9,11.1,21.8,,,,,,,
1956-10-05,13.8,7.6,21.0,,,,,,,
1956-10-06,16.0,10.7,21.8,,,,,,,
1956-10-07,14.1,9.9,23.4,,,,,,,
1956-10-08,9.2,5.2,14.8,,,,,,,
1956-10-09,6.3,0.1,14.1,,,,,,,
1956-10-10,6.6,0.8,12.3,0.2,,,,,,
1956-10-11,3.9,1.0,9.6,1.1,,,,,,
1956-10-12,3.0,-2.7,8.0,,,,,,,
1956-10-13,7.6,5.7,10.5,,,,,,,
1956-10-14,7.1,5.9,9.6,6.3,,,,,,
1956-10-15,5.2,1.8,8.7,9.5,,,,,,
1956-10-16,3.9,2.5,6.1,1.4,,,,,,
1956-10-17,2.7,1.1,4.0,,,,,,,
1956-10-18,2.2,1.5,3.4,,,,,,,
1956-10-19,2.0,-0.5,5.4,,,,,,,
1956-10-20,4.6,0.5,7.1,1.8,,,,,,
1956-10-21,7.3,5.7,10.5,0.7,,,,,,
1956-10-22,6.6,1.3,11.0,,,,,,,
1956-10-23,9.8,9.2,10.8,,,,,,,
1956-10-24,9.1,6.7,12.6,,,,,,,
1956-10-25,8.8,7.3,11.5,0.5,,,,,,
1956-10-26,6.2,1.2,11.0,,,,,,,
1956-10-27,9.0,6.7,11.9,,,,,,,
1956-10-28,8.6,7.3,10.6,,,,,,,
1956-10-29,8.6,6.7,12.6,2.6,,,,,,
1956-10-30,4.2,-0.8,12.7,,,,,,,
1956-10-31,-5.8,-7.3,-0.7,,,,,,,
1956-11-01,-6.0,-9.3,-2.1,,,,,,,
1956-11-02,-0.9,-2.3,0.4,1.2,,,,,,
1956-11-03,-5.1,-9.4,-0.5,0.2,,,,,,
1956-11-04,-7.3,-12.8,-0.7,,,,,,,
1956-11-05,-7.8,-12.3,-3.0,,,,,,,
1956-11-06,-3.8,-6.5,-1.3,,,,,,,
1956-11-07,-2.4,-5.2,0.2,,,,,,,
1956-11-08,-6.2,-9.4,-2.4,0.2,,,,,,
1956-11-09,-6.8,-8.4,-5.0,0.3,,,,,,
1956-11-10,-8.0,-11.0,-5.5,2.0,,,,,,
1956-11-11,-7.1,-11.3,-6.0,,,,,,,
1956-11-12,-4.1,-11.4,1.1,0.9,,,,,,
1956-11-13,2.1,0.8,4.1,,,,,,,
1956-11-14,1.9,0.8,3.0,7.6,,,,,,
1956-11-15,-1.4,-3.3,3.0,0.3,,,,,,
1956-11-16,-0.3,-2.8,2.0,0.3,,,,,,
1956-11-17,0.8,-0.5,2.2,5.4,,,,,,
1956-11-18,0.5,-1.2,2.0,0.6,,,,,,
1956-11-19,-4.3,-6.5,-0.9,0.1,,,,,,
1956-11-20,-7.3,-9.0,-6.1,,,,,,,
1956-11-21,-7.0,-8.4,-5.1,0.2,,,,,,
1956-11-22,-10.4,-13.3,-5.8,0.2,,,,,,
1956-11-23,-9.2,-15.9,-4.5,0.1,,,,,,
1956-11-24,-4.0,-5.4,-2.7,3.5,,,,,,
1956-11-25,-3.9,-4.9,-2.5,,,,,,,
1956-11-26,-2.1,-4.9,0.8,,,,,,,
1956-11-27,-0.2,-2.1,1.5,0.5,,,,,,
1956-11-28,1.8,0.4,3.9,1.5,,,,,,
1956-11-29,2.6,-0.5,5.6,2.8,,,,,,
1956-11-30,3.4,0.4,7.4,2.5,,,,,,
1956-12-01,4.2,2.5,6.7,,,,,,,
1956-12-02,1.9,0.9,4.7,0.9,,,,,,
1956-12-03,3.4,1.2,6.7,8.5,,,,,,
1956-12-04,1.0,,2.5,1.4,,,,,,
1956-12-05,-0.8,-1.7,0.5,0.3,,,,,,
1956-12-06,1.6,-1.1,2.6,1.2,,,,,,
1956-12-07,1.4,-2.9,5.5,3.7,,,,,,
1956-12-08,-4.9,-6.1,-2.8,0.1,,,,,,
1956-12-09,-4.8,-6.0,-3.4,,,,,,,
1956-12-10,-5.7,-7.5,-4.4,,,,,,,
1956-12-11,-5.7,-8.4,-3.9,0.1,,,,,,
1956-12-12,-4.0,-5.4,-1.1,0.5,,,,,,
1956-12-13,-0.9,-3.2,0.5,0.1,,,,,,
1956-12-14,0.4,-0.7,1.3,,,,,,,
1956-12-15,0.8,-0.4,2.1,1.7,,,,,,
1956-12-16,-1.4,-2.1,-0.3,0.1,,,,,,
1956-12-17,-1.0,-1.6,,1.4,,,,,,
1956-12-18,-0.4,-0.8,-0.1,0.8,,,,,,
1956-12-19,-0.2,-0.8,0.3,,,,,,,
1956-12-20,,-0.6,0.7,0.1,,,,,,
1956-12-21,0.1,-0.4,0.6,,,,,,,
1956-12-22,-0.4,-0.7,0.3,,,,,,,
1956-12-23,-2.2,-3.5,-0.4,1.1,,,,,,
1956-12-24,-5.8,-10.1,-3.0,,,,,,,
1956-12-25,-13.6,-16.0,-9.1,,,,,,,
1956-12-26,-15.0,-17.2,-12.7,,,,,,,
1956-12-27,-12.7,-18.9,-6.6,,,,,,,
1956-12-28,-11.5,-14.3,-5.5,,,,,,,
1956-12-29,-15.0,-19.1,-8.9,,,,,,,
1956-12-30,-11.8,-15.1,-9.1,,,,,,,
1956-12-31,-11.5,-14.0,-8.9,,,,,,,
1957-01-01,-14.3,-18.1,-11.3,,,,,,,
1957-01-02,-20.0,-23.6,-16.5,,,,,,,
1957-01-03,-15.4,-19.9,-12.6,,,,,,,
1957-01-04,-17.8,-20.6,-14.7,,,,,,,
1957-01-05,-17.0,-21.6,-10.8,,,,,,,
1957-01-06,-11.7,-17.1,-7.4,,,,,,,
1957-01-07,-3.4,-9.8,0.4,3.6,,,,,,
1957-01-08,-1.8,-3.8,,0.4,,,,,,
1957-01-09,-3.4,-7.5,0.5,,,,,,,
1957-01-10,1.4,0.3,2.1,0.4,,,,,,
1957-01-11,0.5,-0.9,1.4,0.7,,,,,,
1957-01-12,-2.8,-4.8,-0.8,,,,,,,
1957-01-13,-4.7,-7.9,-2.6,0.2,,,,,,
1957-01-14,-5.2,-8.4,-2.8,1.0,,,,,,
1957-01-15,-13.5,-16.8,-8.4,0.6,,,,,,
1957-01-16,-18.2,-21.2,-14.5,,,,,,,
1957-01-17,-16.2,-19.6,-14.0,0.2,,,,,,
1957-01-18,-4.9,-14.2,-1.0,0.4,,,,,,
1957-01-19,-4.6,-8.6,0.3,0.6,,,,,,
1957-01-20,-4.9,-7.9,0.3,,,,,,,
1957-01-21,-2.7,-5.3,-1.1,,,,,,,
1957-01-22,-2.3,-4.7,-0.6,,,,,,,
1957-01-23,-2.6,-6.3,0.4,,,,,,,
1957-01-24,-6.1,-10.6,-2.0,,,,,,,
1957-01-25,-4.3,-7.7,-1.8,1.8,,,,,,
1957-01-26,-0.8,-2.3,0.5,3.0,,,,,,
1957-01-27,0.2,-0.3,0.7,1.5,,,,,,
1957-01-28,-1.4,-4.1,0.4,0.3,,,,,,
1957-01-29,-2.6,-5.0,-0.2,,,,,,,
1957-01-30,-2.9,-5.3,-1.4,,,,,,,
1957-01-31,-4.2,-5.2,-2.7,,,,,,,
1957-02-01,-6.0,-7.1,-4.8,,,,,,,
1957-02-02,-9.8,-12.6,-6.4,,,,,,,
1957-02-03,-5.2,-10.0,-2.3,1.8,,,,,,
1957-02-04,-2.0,-4.4,-1.1,,,,,,,
1957-02-05,-4.2,-6.9,-1.8,,,,,,,
1957-02-06,-0.4,-3.0,0.8,0.1,,,,,,
1957-02-07,-0.2,-0.8,0.5,,,,,,,
1957-02-08,0.9,-0.4,2.6,,,,,,,
1957-02-09,1.6,0.6,2.5,,,,,,,
1957-02-10,1.4,0.9,2.0,0.8,,,,,,
1957-02-11,1.0,-0.2,1.7,1.5,,,,,,
1957-02-12,-0.7,-3.6,2.4,0.1,,,,,,
1957-02-13,0.3,-0.9,2.5,,,,,,,
1957-02-14,-0.8,-1.8,0.4,,,,,,,
1957-02-15,1.8,0.1,3.5,1.0,,,,,,
1957-02-16,2.9,0.9,5.6,3.6,,,,,,
1957-02-17,4.8,2.9,6.8,5.1,,,,,,
1957-02-18,1.4,0.6,8.0,2.5,,,,,,
1957-02-19,1.8,-0.7,5.2,,,,,,,
1957-02-20,1.6,0.7,4.4,1.0,,,,,,
1957-02-21,1.3,-1.5,5.3,,,,,,,
1957-02-22,,-1.3,1.4,,,,,,,
1957-02-23,0.1,-0.5,0.8,,,,,,,
1957-02-24,-0.2,-1.1,0.5,3.7,,,,,,
1957-02-25,-2.0,-3.4,0.5,,,,,,,
1957-02-26,-0.8,-2.3,0.3,4.0,,,,,,
1957-02-27,-0.8,-1.9,1.0,1.3,,,,,,
1957-02-28,-1.9,-3.0,-0.4,0.4,,,,,,
1957-03-01,-3.2,-4.8,-1.8,0.4,,,,,,
1957-03-02,-2.6,-5.3,0.2,5.2,,,,,,
1957-03-03,-4.6,-6.3,0.5,,,,,,,
1957-03-04,-5.5,-6.7,-4.3,3.8,,,,,,
1957-03-05,-5.6,-7.9,-3.4,4.9,,,,,,
1957-03-06,-2.7,-7.0,-0.2,1.7,,,,,,
1957-03-07,-2.6,-6.6,0.9,,,,,,,
1957-03-08,-4.0,-5.4,-2.3,,,,,,,
1957-03-09,-4.0,-5.1,-2.9,0.7,,,,,,
1957-03-10,-4.6,-5.7,-2.5,,,,,,,
1957-03-11,-7.0,-12.0,-1.3,,,,,,,
1957-03-12,-5.4,-10.1,-1.6,,,,,,,
1957-03-13,-1.6,-4.8,1.5,,,,,,,
1957-03-14,-0.2,-0.9,0.7,0.1,,,,,,
1957-03-15,3.0,0.2,5.0,3.1,,,,,,
1957-03-16,0.6,-1.6,4.7,4.1,,,,,,
1957-03-17,-9.8,-12.2,-0.9,1.5,,,,,,
1957-03-18,-11.7,-15.9,-7.7,0.5,,,,,,
1957-03-19,0.8,-8.0,4.0,7.4,,,,,,
1957-03-20,-6.0,-8.5,-0.6,,,,,,,
1957-03-21,-6.4,-11.0,,1.6,,,,,,
1957-03-22,1.2,-0.2,2.6,15.1,,,,,,
1957-03-23,1.3,-1.0,6.0,0.1,,,,,,
1957-03-24,-1.4,-3.9,3.0,,,,,,,
1957-03-25,-3.9,-7.7,0.3,,,,,,,
1957-03-26,-3.1,-5.8,0.5,,,,,,,
1957-03-27,-2.0,-6.6,2.5,,,,,,,
1957-03-28,0.6,-2.2,4.7,,,,,,,
1957-03-29,3.6,-0.4,9.2,,,,,,,
1957-03-30,4.4,-0.7,10.1,,,,,,,
1957-03-31,1.9,-1.4,5.5,0.1,,,,,,
1957-04-01,4.7,0.2,11.5,,,,,,,
1957-04-02,6.6,0.2,14.0,,,,,,,
1957-04-03,7.2,0.8,14.0,,,,,,,
1957-04-04,7.8,2.8,13.3,,,,,,,
1957-04-05,8.0,1.5,14.4,,,,,,,
1957-04-06,10.7,4.7,17.6,,,,,,,
1957-04-07,12.3,6.1,18.9,,,,,,,
1957-04-08,11.5,4.7,18.4,,,,,,,
1957-04-09,4.1,1.8,14.1,0.9,,,,,,
1957-04-10,1.8,-3.4,6.5,,,,,,,
1957-04-11,8.0,0.2,11.8,2.1,,,,,,
1957-04-12,12.4,5.6,19.5,,,,,,,
1957-04-13,9.6,5.6,17.6,2.5,,,,,,
1957-04-14,5.4,3.2,9.5,,,,,,,
1957-04-15,10.2,2.9,19.6,1.7,,,,,,
1957-04-16,5.5,3.0,16.6,2.0,,,,,,
1957-04-17,4.3,1.0,7.7,,,,,,,
1957-04-18,9.5,3.8,16.1,,,,,,,
1957-04-19,9.0,7.4,12.6,2.0,,,,,,
1957-04-20,10.2,7.1,13.2,7.3,,,,,,
1957-04-21,12.0,9.8,14.2,1.9,,,,,,
1957-04-22,12.8,7.1,19.9,,,,,,,
1957-04-23,13.6,6.1,20.9,,,,,,,
1957-04-24,15.7,9.1,23.1,,,,,,,
1957-04-25,17.3,10.0,24.0,,,,,,,
1957-04-26,17.4,10.6,23.7,,,,,,,
1957-04-27,16.7,7.1,23.1,,,,,,,
1957-04-28,17.3,6.9,23.7,,,,,,,
1957-04-29,18.0,11.5,23.9,,,,,,,
1957-04-30,16.5,9.1,23.0,,,,,,,
1957-05-01,17.2,9.9,23.8,,,,,,,
1957-05-02,17.5,11.6,23.4,,,,,,,
1957-05-03,16.2,9.2,21.4,,,,,,,
1957-05-04,14.0,11.1,18.7,0.9,,,,,,
1957-05-05,12.8,10.2,18.6,2.5,,,,,,
1957-05-06,13.0,10.3,17.2,,,,,,,
1957-05-07,10.8,7.0,15.1,2.0,,,,,,
1957-05-08,14.3,11.3,20.0,,,,,,,
1957-05-09,14.6,9.8,18.5,1.3,,,,,,
1957-05-10,12.2,6.1,17.3,,,,,,,
1957-05-11,13.1,7.0,19.4,,,,,,,
1957-05-12,18.1,8.7,24.4,,,,,,,
1957-05-13,21.0,14.7,28.1,,,,,,,
1957-05-14,20.7,14.6,27.6,,,,,,,
1957-05-15,20.6,14.6,26.0,,,,,,,
1957-05-16,20.9,14.3,28.2,,,,,,,
1957-05-17,22.2,12.5,29.2,,,,,,,
1957-05-18,23.3,17.5,28.8,,,,,,,
1957-05-19,18.9,13.3,26.4,4.5,,,,,,
1957-05-20,21.2,14.7,27.5,0.2,,,,,,
1957-05-21,19.4,15.6,24.2,1.9,,,,,,
1957-05-22,21.4,14.3,27.5,,,,,,,
1957-05-23,22.0,14.2,29.4,,,,,,,
1957-05-24,21.8,14.3,28.3,,,,,,,
1957-05-25,18.9,14.2,25.6,0.4,,,,,,
1957-05-26,9.3,8.2,14.5,,,,,,,
1957-05-27,11.2,8.1,16.0,,,,,,,
1957-05-28,13.5,8.6,18.2,,,,,,,
1957-05-29,15.0,11.1,19.0,4.1,,,,,,
1957-05-30,11.7,8.6,16.0,,,,,,,
1957-05-31,11.4,4.2,17.7,,,,,,,
1957-06-01,14.9,8.8,21.4,,,,,,,
1957-06-02,17.1,11.9,23.4,,,,,,,
1957-06-03,16.0,9.6,22.0,,,,,,,
1957-06-04,18.0,8.6,25.1,,,,,,,
1957-06-05,20.6,14.7,26.9,,,,,,,
1957-06-06,19.8,15.7,25.3,,,,,,,
1957-06-07,18.4,13.5,23.5,,,,,,,
1957-06-08,19.3,9.7,25.9,,,,,,,
1957-06-09,22.7,15.1,29.1,,,,,,,
1957-06-10,24.4,16.7,29.5,,,,,,,
1957-06-11,24.6,14.7,31.4,,,,,,,
1957-06-12,24.2,15.2,31.2,,,,,,,
1957-06-13,26.1,16.7,34.0,,,,,,,
1957-06-14,22.0,15.5,30.6,,,,,,,
1957-06-15,11.8,8.4,22.2,0.2,,,,,,
1957-06-16,9.0,6.5,12.2,1.4,,,,,,
1957-06-17,12.9,9.4,19.3,3.2,,,,,,
1957-06-18,14.9,7.2,21.7,,,,,,,
1957-06-19,21.0,12.2,28.5,,,,,,,
1957-06-20,23.4,16.0,29.9,,,,,,,
1957-06-21,17.8,14.6,26.7,0.8,,,,,,
1957-06-22,18.1,8.7,24.6,,,,,,,
1957-06-23,22.4,15.4,30.8,0.7,,,,,,
1957-06-24,25.5,17.8,33.6,,,,,,,
1957-06-25,28.9,20.3,35.3,,,,,,,
1957-06-26,29.2,21.6,35.6,,,,,,,
1957-06-27,22.8,18.7,32.4,,,,,,,
1957-06-28,19.3,14.7,25.0,,,,,,,
1957-06-29,19.1,11.8,25.5,,,,,,,
1957-06-30,19.3,14.3,25.5,,,,,,,
1957-07-01,19.9,16.8,24.0,,,,,,,
1957-07-02,14.9,9.7,20.8,,,,,,,
1957-07-03,15.6,5.7,23.0,,,,,,,
1957-07-04,21.8,16.9,28.0,,,,,,,
1957-07-05,22.1,11.8,29.3,,,,,,,
1957-07-06,25.5,20.9,30.9,,,,,,,
1957-07-07,19.1,12.9,25.4,,,,,,,
1957-07-08,17.8,10.3,24.4,,,,,,,
1957-07-09,19.6,11.9,28.4,,,,,,,
1957-07-10,22.2,17.3,27.4,,,,,,,
1957-07-11,20.0,16.6,25.7,6.0,,,,,,
1957-07-12,20.4,12.9,26.5,,,,,,,
1957-07-13,23.5,15.0,30.2,,,,,,,
1957-07-14,22.6,15.9,28.1,,,,,,,
1957-07-15,22.1,15.2,28.9,2.0,,,,,,
1957-07-16,21.8,14.7,28.4,,,,,,,
1957-07-17,24.1,16.4,31.5,,,,,,,
1957-07-18,23.4,17.7,28.7,,,,,,,
1957-07-19,21.2,18.8,26.0,2.4,,,,,,
1957-07-20,20.4,16.2,26.2,,,,,,,
1957-07-21,22.1,15.5,28.4,,,,,,,
1957-07-22,23.9,17.9,28.9,3.0,,,,,,
1957-07-23,23.4,18.7,29.0,1.6,,,,,,
1957-07-24,24.5,18.7,29.7,,,,,,,
1957-07-25,20.9,18.6,27.6,4.8,,,,,,
1957-07-26,18.2,16.3,23.0,1.7,,,,,,
1957-07-27,19.5,16.2,23.6,,,,,,,
1957-07-28,22.5,14.7,30.1,,,,,,,
1957-07-29,26.6,20.3,32.0,,,,,,,
1957-07-30,26.0,18.7,35.8,3.0,,,,,,
1957-07-31,26.8,21.2,32.6,,,,,,,
1957-08-01,21.4,16.3,28.3,,,,,,,
1957-08-02,20.9,14.8,27.9,,,,,,,
1957-08-03,20.8,15.3,27.4,,,,,,,
1957-08-04,19.3,11.2,25.3,,,,,,,
1957-08-05,18.2,12.1,23.6,,,,,,,
1957-08-06,18.5,14.0,25.9,1.1,,,,,,
1957-08-07,19.3,12.9,25.7,,,,,,,
1957-08-08,19.0,11.7,25.8,0.2,,,,,,
1957-08-09,15.6,13.7,22.0,0.6,,,,,,
1957-08-10,15.3,6.9,23.2,,,,,,,
1957-08-11,17.0,14.1,20.8,2.7,,,,,,
1957-08-12,21.3,14.5,28.6,,,,,,,
1957-08-13,21.1,13.9,27.3,,,,,,,
1957-08-14,22.0,14.1,29.8,,,,,,,
1957-08-15,23.4,15.7,29.5,12.9,,,,,,
1957-08-16,26.7,21.9,34.2,,,,,,,
1957-08-17,25.3,19.4,32.2,0.2,,,,,,
1957-08-18,23.8,19.5,28.9,,,,,,,
1957-08-19,20.6,13.5,26.7,,,,,,,
1957-08-20,21.9,13.3,29.5,,,,,,,
1957-08-21,22.8,17.6,29.5,,,,,,,
1957-08-22,25.9,19.5,32.9,3.4,,,,,,
